name,website,phone,address_1,city,state,zip,has_in_state,has_out_state,has_full_service,has_moving_labor,has_packing_services,has_containers,has_agent,has_art_antiques,has_auto_transport,has_broker,has_carrier_broker,has_commercial_moves,has_corporate_reloc,has_govt,has_industrial_movers,has_dod_cert,has_pianos,has_safes,Number of Trucks,Warehouse Size,Business Type,In Business Since,Better Business Bureau,usdot_row,state_license_row,state_association_row
Artistic Moving Inc.,artisticmoving.com,303-953-9184,7846 S Garrison Ct,Littleton,CO,80128,true,false,true,true,false,true,false,false,true,false,false,true,true,false,false,false,true,false,"","12,000 sq. ft.","","","","",HHG-00311,""
"2 Young Studs Moving, LLC",www.studsmoving.com,203-889-7558,48 Clark St,New Haven,CT,06513,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
AA Metro Moving  Storage,www.aametrocouriermoving.com,203-366-3808,35 Hill St,Bridgeport,CT,06606,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,4,"","","","","","",Not Found
"AAA Bargain Moving  Storage, LLC",www.bargainmovingandstorage.com,203-327-6683,8 Riverbend Dr,Stamford,CT,06907,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Ace Van  Storage Inc.,,203-271-1555,210 Realty Dr,Cheshire,CT,06410,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
Action Moving  Storage,www.actionmovingct.com,203-720-1254,1 Railroad Ave. Ext. 1,Beacon Falls,CT,06403,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,8,"","","","","","",Not Found
Admiral Moving  Storage Inc.,www.admiralmoving.com,860-528-4421,420 Ellington Rd,South Windsor,CT,06074,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Advantage Moving  Storage,www.ct-movers.com,860-283-2886,46 Lewis St,Plainville,CT,06062,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,0,"","","","","","",Not Found
All American Moving  Storage Co Inc.,,860-349-5800,81 Industrial Park Access Rd,Middlefield,CT,06455,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
Checkpoint Moving Co.,,256-721-0980,4617 Rutledge Dr,Huntsville,AL,35816,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"",No,"","","","","",Not Found
All My Sons Moving  Storage of Connecticut Inc.,www.allmysons.com,864-962-9000,480 Lordship Blvd,Stratford,CT,06615,true,true,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,"","","
              Agent for National Van Lines
            ","","","","",Not Found
All Points Moving  Storage,all-pointsmoving.com,860-291-9490,1355 John Fitch Blvd,South Windsor,CT,06074,true,true,true,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,"","","
              Agent for Mayflower
            ","","","","",Not Found
Amorim International Moving LLC,,845-664-0112,223 Kent Rd Building 6 Ste 130,New Milford,CT,06776,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Armstrong Moving  Storage Inc.,www.movewitharmstrong.com,203-426-5773,10 Turnberry Ln Unit 4,Sandy Hook,CT,06482,true,true,true,true,false,false,false,true,false,false,false,true,true,false,false,false,true,false,"","","","",http://www.bbb.org/connecticut/business-reviews/moving-and-storage-company/armstrong-moving-storage-in-sandy-hook-ct-64003372/,"","",Not Found
"Arpin Van Lines, Inc.",www.arpin.com,860-923-0450,362 Quaddick Rd.,Thompson,CT,06277,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,645,"","","","","","",Not Found
Astro Moving Inc.,,203-330-8032,250 Bishop Ave,Bridgeport,CT,06610,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,"","","","","","",Not Found
Atherton  Sons Moving  Storage,,860-599-4974,76 Voluntown Rd Rte 49,Pawcatuck,CT,06379,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Wheaton World Wide Moving
            ","","","","",Not Found
Bargain Moving  Storage,,203-323-8677,39 Maple Tree Ave,Stamford,CT,06906,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Barnes Moving  Storage of New England LLC,www.barnesmovingandstorage.com,860-536-8960,46 New London Turnpike,Mystic,CT,06355,true,true,true,false,false,true,false,true,false,false,false,true,false,false,false,false,true,false,"","","
              Agent for Mayflower
            ","","","","",Not Found
Barry's Moving,www.movingcompanyreviews.com,718-257-0385,1067 Hillside Ave,Stratford,CT,06614,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
"Park Moving  Storage Co., Inc.",www.parktransfer.com,205-206-9792,2525 2nd St. W,Birmingham,AL,35204,true,true,true,false,false,false,false,true,true,false,false,true,true,false,false,true,true,true,"","","",1964,"","","",Not Found
Braun Moving Inc.,www.braunmoving.com,203-426-2394,46 Barnabas Rd,Newtown,CT,06470,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Stevens Worldwide Van Lines
            ","","","","",Not Found
Brimar Relocation International Moving  Shipping,www.brimarrelo.com,203-653-5055,124 Knickerbocker Ave.,Stamford,CT,06907,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
Bunch Relocation LLC,,860-489-6683,634 Migeon Ave,Torrington,CT,06790,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
"C  D Moving  Storage,Inc.",www.cdmoving.com,203-744-3010,46 Del Mar Dr,Brookfield,CT,06804,true,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,6,"","","","","","",Not Found
Capitol Moving  Storage Co Inc.,www.capitolmoving.com,860-282-4646,220 Strong Rd,South Windsor,CT,06074,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
Certified Van Service of Ct,www.certifiedtransport.com,800-638-9797,22 Taylor Ave,Bethel,CT,06801,true,true,true,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Clancy Relocation  Logistics,www.clancymoving.com,845-230-6503,47 Larkin St,Stamford,CT,06902,true,true,true,true,false,true,true,true,false,false,false,true,true,true,true,true,true,true,"","","",1921,"","","",Not Found
"Clark  Reid Company, Inc.",www.clarkreid.com,978-670-1100,8010 Castleton Rd,Indianapolis,IN,46250,true,false,true,false,false,false,false,true,false,false,false,true,true,true,false,false,false,false,42,"","","","","","",Not Found
Continuum International,www.continuumrelo.com,203-740-9800,61 Grays Bridge Rd,Brookfield,CT,06804,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,"","","","","","",Not Found
Crosby Moving  Trucking Inc.,,203-932-8144,13 Doris St,Wallingford,CT,06492,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
"Park Moving  Storage Co., Inc.",www.parktransfer.com,205-345-0311,5959 Knight Ave,Tuscaloosa,AL,35404,true,true,true,false,false,false,false,true,true,false,false,true,true,false,false,true,true,true,"","","",1964,"","","",Not Found
"Crum Van Lines/Gentry, Inc.",www.gentryrelocation.com,860-821-2150,162 Broad St,Danielson,CT,06239,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Daley Moving  Storage Inc. of Torrington,www.daleymoving.com,860-482-8508,634 Migeon Ave,Torrington,CT,06790,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,"","","","","","",Not Found
Dan Thomas Moving Company,,203-667-3333,222 Kelsey St,Newington,CT,06111,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Dolan Moving  Storage,www.dolanmoving.com,203-740-2100,81 Commerce Dr,Brookfield,CT,06804,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,8,"","","","","","",Not Found
Doran Brothers Moving  Self Storage,,203-328-9656,815 East Main St,Stamford,CT,06902,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,9,"","","","","","",Not Found
Dyna Moving Systems Inc.,,203-272-0056,100 Smoron Ct,Southington,CT,06489,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
Eastern Moving Co Inc.,,860-247-3201,891 Park St,Hartford,CT,06106,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Fallon Moving  Storage Inc.,www.fallonmoving.com,860-298-7071,800 Marshall Phelps Rd,Windsor,CT,06095,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Father  Son Moving  Storage,www.fsmoving.com,1888-418-2121,340 Quinnipiac St,Wallingford,CT,06492,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,1,"","","","","","",Not Found
Four Star Movers Inc.,,203-366-8394,955 Connecticut Ave #5309,Bridgeport,CT,06607,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Alabama Truck Lines,www.alabamatrucklines.com,800-932-0868,3314 Alabama 53,Huntsville,AL,35806,true,true,true,false,false,false,false,true,false,false,false,true,true,false,false,false,false,false,"","","
              Agent for North American Van Lines
            ","","","","",Not Found
Gardner Moving  Storage,www.gardnermovingandstorage.com,860-443-5361,16 Elm Street,New London,CT,06320,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Bekins Van Lines
            ","","","","",Not Found
Graebel Connecticut Movers,www.graebel.com,888-880-6818,33 Stiles Ln,North Haven,CT,06473,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,828,"","","","","","",Not Found
Greene Facility Services Inc.,www.greenemovingandstorage.com,860-645-3768,5 Glen Rd.,Manchester,CT,06040,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Arpin Van Lines
            ","","","","",Not Found
H A Latham Moving  Storage,,860-388-0261,175 Elm St,Old Saybrook,CT,06475,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,"","","","","","",Not Found
Hartford Despatch Moving  Storage Worldwide,www.hartforddespatch.com,860-578-2600,225 Prospect St,East Hartford,CT,06108,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Allied Van Lines
            ","","","","",Not Found
Intermove Ltd.,www.intermove.com,203-792-0900,40-1/2 Padanaram Rd.,Danbury,CT,06811,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,0,"","","","","","",Not Found
JB Moving Services Inc.,movejb.com,203-602-7979,222 Selleck St,Stamford,CT,06902,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,9,"","","","","","",Not Found
Jim Fahey Moving  Storage,,203-255-5845,45 Webster St,Fairfield,CT,06824,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,"","","","","","",Not Found
Jim Fahey Moving  Storage LLC,,203-291-6833,21 Bridge Square,Westport,CT,06880,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
"John De Grand  Son, Inc.",www.degrandandson.com,203-973-7725,430 Island Ln,West Haven,CT,06516,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,0,"","","","","","",Not Found
A-Plus Moving  Storage,,425-496-2200,3651 Stoneridge #1,Fairbanks,AK,99701,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,"","","","","","",Not Found
Kaster Moving Co Inc.,www.kastermoving.com,203-327-0856,66 Viaduct Rd,Stamford,CT,06907,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
KMP International Moving,,860-350-4810,223 Kent Rd Ste 6,New Milford,CT,06776,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Lippincott Van Lines,www.lippincottvanlines.com,860-379-9827,171 Rowley St,Winsted,CT,06098,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,25,"","","","","","",Not Found
Little John's Movers Inc.,www.littlejohnsmovers.com,203-235-6416,150 Pomeroy Av,Meriden,CT,06450,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Arpin Van Lines
            ","","","","",Not Found
Manchester Moving Services LLC,www.manchestermovingandstorage.com,860-646-6683,615 Parker St,Manchester,CT,06042,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
